time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
1800,2026-04-08 12:15:22,39.8653780416924,-76.156481906861,0,Available with any HD 360 subscription,Available with any HD 360 subscription,658.38277730184,0.656168,0,0,0,29,5,0,658.38277730184,0,0,0,0,0,0,255.7, -15.1, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,285,-4.4,0,29,3.559,3.554,0,0,0,0,0,65.48,658.38277730184,0,6,P-GPS,"Flying over vegetation. Propeller rotation not smooth or collision detected. Check if propeller is installed properly or replace propellers (Code: 1612000A). Account not logged in. Flight altitude and distance restricted to 30 m and 50 m. Check and log in (Code: 3000003). A"
1900,2026-04-08 12:15:22,39.8653780214461,-76.1564818868383,0,,,658.38277730184,0.656168,0,0.009273950428,0.009273950428,29,5,0,658.38277730184,0,0,0.009273950428,0,0,0,256, -15.4, 4.6,0,0,1024,1024,1024,1024,0,0,0,0,285.2,-4.4,0,29,3.559,3.554,0,0,0,0,0,65.48,658.38277730184,0,41,Motors_Started,
2000,2026-04-08 12:15:22,39.8653780454962,-76.1564819277253,0,,,658.38277730184,0.656168,0,0.006005413578,0.0236995742492,29,5,0,658.38277730184,0,0,0.009273950428,0,0,0,256.1, -15, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,285.4,-4.4,0,29,3.559,3.554,0,0,0,0,0,65.48,658.38277730184,0,41,Motors_Started,
2100,2026-04-08 12:15:22,39.8653780425475,-76.1564819283634,0,,,658.38277730184,0.328084,0,0.0060296261772,0.0247901582736,29,5,0,658.38277730184,0,0,0.009273950428,0,0,0,256.3, -15.4, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,285.7,-4.4,0,29,3.559,3.554,0,0,0,0,0,65.48,658.38277730184,0,41,Motors_Started,
2200,2026-04-08 12:15:23,39.8653779584482,-76.1564821039666,0,,,658.38277730184,0.328084,0.3131716,0.063001642436,0.082753611572,30,5,0,658.38277730184,0,0.3131716,0.063001642436,-0.223694,-0.223694,0,256.4, -16.4, 3,0,0,1024,1024,1024,1024,0,0,0,0,285.8,-4.4,0,29,3.559,3.554,0,0,0,0,0,65.48,658.38277730184,0,41,Motors_Started,
2300,2026-04-08 12:15:23,39.8653779139895,-76.1564822072204,0,,,658.38277730184,0.328084,0.3131716,0.096155186804,0.115908140192,30,5,7.115,658.38277730184,0,0.3131716,0.096155186804,-0.223694,-0.223694,0,255.5, -17.7, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,285.9,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
2400,2026-04-08 12:15:23,39.8653777701679,-76.156482250147,0,,,658.38277730184,0.328084,0,0.138042655336,0.169740490996,30,5,7.115,658.38277730184,0,0.3131716,0.138042655336,0,0,0,255, -18.2, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,286,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
2500,2026-04-08 12:15:23,39.8653778801834,-76.1564821441615,0,,,658.38277730184,0.328084,0,0.088816931976,0.219661096268,30,5,7.115,658.38277730184,0,0.3131716,0.138042655336,0,0,0,255.3, -18.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,286,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
2600,2026-04-08 12:15:23,39.8653779979811,-76.1564819407136,0,,,658.38277730184,0.328084,0,0.018552986158,0.291027568368,31,5,7.115,658.38277730184,0,0.3131716,0.138042655336,0,0,0,254.8, -17.7, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,286,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
2700,2026-04-08 12:15:23,39.8653780586937,-76.1564819025211,0,,,658.38277730184,0.328084,0,0.006320866344,0.315625338184,31,5,7.115,658.38277730184,0,0.3131716,0.138042655336,0,0,0,254.7, -18.8, 0,0,0,1024,1024,1024,1024,0,0,0,0,286,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 10. Setting new Maximum Flight Altitude to 30m (98 ft)"
2800,2026-04-08 12:15:23,39.8653777290934,-76.1564822878331,0,,,658.38277730184,0.328084,0.223694,0.156173233344,0.47719489716,31,5,7.115,658.38277730184,0,0.3131716,0.156173233344,0,-0.223694,0,253.3, -21.4, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,286,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
2900,2026-04-08 12:15:23,39.8653777024198,-76.1564824009418,0,,,658.38277730184,0.328084,0.223694,0.185651908828,0.51033138116,31,5,7.115,658.38277730184,0,0.3131716,0.185651908828,0,-0.223694,0,252.1, -23.6, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,286,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3000,2026-04-08 12:15:23,39.8653775276141,-76.1564825103396,0,,,658.38277730184,0.328084,0,0.252467527764,0.58108269576,31,5,7.115,658.38277730184,0,0.3131716,0.252467527764,0,0,-0.223694,251.7, -21.9, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,285.8,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3100,2026-04-08 12:15:23,39.8653774933119,-76.1564825363734,0,,,658.38277730184,0.328084,0,0.26666175394,0.59556760436,31,5,7.115,658.38277730184,0,0.3131716,0.26666175394,0,0,-0.223694,251.2, -20.6, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,285.4,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3200,2026-04-08 12:15:24,39.8653773232209,-76.1564826320818,0,,,658.38277730184,0.328084,0,0.33160434132,0.66316603172,31,5,7.115,658.38277730184,0,0.3131716,0.33160434132,0,0,0,250.5, -20.2, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,285.1,-4.4,0,29,3.559,3.554,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3300,2026-04-08 12:15:24,39.8653772562678,-76.1564825957304,0,,,658.38277730184,0.328084,0,0.34544620528,0.68962928716,31,5,7.115,658.38277730184,0,0.3131716,0.34544620528,0,0,0,250.1, -20, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,284.8,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3400,2026-04-08 12:15:24,39.8653771591455,-76.1564824753613,0,,,658.38277730184,0.328084,0.223694,0.3592027674,0.73853676904,31,5,7.115,658.38277730184,0,0.3131716,0.3592027674,-0.223694,0,0,248.9, -21, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,284.4,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3500,2026-04-08 12:15:24,39.8653770668055,-76.1564825137376,0,,,658.38277730184,0.328084,0.223694,0.39420276852,0.7739009434,31,5,7.115,658.38277730184,0,0.3131716,0.39420276852,-0.223694,0,0,248, -22.3, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,283.8,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3600,2026-04-08 12:15:24,39.8653770437538,-76.1564827138962,0,,,658.38277730184,0.328084,0,0.42853675912,0.83058073524,31,5,7.115,658.38277730184,0,0.3131716,0.42853675912,0,0,0,247.8, -21.9, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,283.3,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3700,2026-04-08 12:15:24,39.8653769779656,-76.1564827655675,0,,,658.38277730184,0.328084,0,0.4565616944,0.85860567052,31,5,7.115,658.38277730184,0,0.3131716,0.4565616944,0,0,0,247.7, -21.8, 1,0,0,1024,1024,1024,1024,0,0,0,0,282.9,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3800,2026-04-08 12:15:24,39.8653770709932,-76.1564826623196,0,,,658.38277730184,0.328084,0,0.41253610244,0.90319556696,31,5,7.115,658.38277730184,0,0.3131716,0.4565616944,0,0,0,247.3, -21.5, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,282.4,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
3900,2026-04-08 12:15:24,39.8653770312102,-76.1564827312718,0,,,658.38277730184,0.328084,0,0.43499673308,0.92734911104,31,5,7.115,658.38277730184,0,0.3131716,0.4565616944,0,0,0,247.2, -20.9, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,282,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
4000,2026-04-08 12:15:24,39.8653770275003,-76.1564828771119,0,,,658.38277730184,0.328084,0,0.459071537,0.96821525408,31,5,7.115,658.38277730184,0,0.3131716,0.459071537,0,0,0,247.1, -21.3, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,281.6,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
4100,2026-04-08 12:15:25,39.8653770002143,-76.15648289957,0,,,658.38277730184,0.328084,0,0.47082022504,0.97999018884,31,5,7.115,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.6, -20.6, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,281.3,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
4200,2026-04-08 12:15:25,39.8653771874746,-76.156482644719,0,,,658.38277730184,0.328084,0,0.37393701984,1.0787894046,31,5,7.115,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.8, -20, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,281.1,-4.4,0,29,3.386,3.377,0,0,0,0,0.736,65.48,658.38277730184,0,41,Motors_Started,
4300,2026-04-08 12:15:25,39.8653771951413,-76.1564825821207,0,,,658.38277730184,0.328084,0,0.3621555234,1.09654202984,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.3, -20.1, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,280.8,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
4400,2026-04-08 12:15:25,39.8653772103282,-76.1564826580383,0,,,658.38277730184,0.328084,0,0.36913058924,1.11851053448,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.3, -20.5, 1,0,0,1024,1024,1024,1024,0,0,0,0,280.6,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
4500,2026-04-08 12:15:25,39.865377234315,-76.156482654473,0,,,658.38277730184,0.328084,0,0.36139108768,1.12731958988,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.3, -19.9, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,280.4,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
4600,2026-04-08 12:15:25,39.8653772236271,-76.1564826632001,0,,,658.38277730184,0.328084,0,0.36598754452,1.1319226084,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.6, -19.6, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,280.3,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
4700,2026-04-08 12:15:25,39.8653771730553,-76.1564827236599,0,,,658.38277730184,0.328084,0,0.3908464692,1.15696526012,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.8, -20.1, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,280.1,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
4800,2026-04-08 12:15:25,39.8653770383643,-76.1564827215937,0,,,658.38277730184,0.328084,0,0.43134515816,1.20610896248,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.7, -20, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,280,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
4900,2026-04-08 12:15:25,39.8653770114438,-76.1564827333853,0,,,658.38277730184,0.328084,0,0.44143374116,1.2164698552,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.8, -20.1, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,279.9,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
5000,2026-04-08 12:15:25,39.8653769546906,-76.156482681434,0,,,658.38277730184,0.328084,0,0.4520341352,1.24177825496,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.5, -20.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,279.8,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
5100,2026-04-08 12:15:26,39.8653769436957,-76.1564826915432,0,,,658.38277730184,0.328084,0,0.45691274428,1.2466863916,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.6, -19.9, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,279.7,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
5200,2026-04-08 12:15:26,39.8653770100165,-76.1564827186888,0,,,658.38277730184,0.328084,0,0.43973426604,1.27205056564,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,247.9, -19.8, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,279.7,-4.4,0,29,3.386,3.377,0,0,0,0,2.638,65.48,658.38277730184,0,41,Motors_Started,
5300,2026-04-08 12:15:26,39.8653770221291,-76.1564826771198,0,,,658.38277730184,0.328084,0,0.4300032946,1.28450135344,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,0,248, -18, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,279.6,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,658.38277730184,0,11,AutoTakeoff,"Account not logged in. Flight altitude and distance restricted to 30 m and 50 m. Check and log in (Code: 3000003). Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059)"
5400,2026-04-08 12:15:26,39.8653770283748,-76.1564826514106,0,,,658.38277730184,0.328084,0,0.42445211332,1.29205384712,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,-0.223694,248.3, -15.5, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,279.6,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,658.38277730184,0,11,AutoTakeoff,
5500,2026-04-08 12:15:26,39.865377032942,-76.1564826002409,0,,,658.38277730184,0.328084,0,0.41612206056,1.3064797006,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,-0.223694,248.5, -13.6, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,279.6,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,658.38277730184,0,11,AutoTakeoff,
5600,2026-04-08 12:15:26,39.8653771286655,-76.1564824633453,0,,,658.38277730184,0.328084,0,0.3677657598,1.35833993848,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,0,-0.447388,248.5, -13.1, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,279.5,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,658.38277730184,0,11,AutoTakeoff,
5700,2026-04-08 12:15:26,39.8653771521113,-76.1564824699812,0,,,658.38277730184,0.328084,0.223694,0.36084646824,1.3670932196,31,5,6.929,658.38277730184,0,0.3131716,0.47082022504,0,-0.223694,-0.894776,246.1, -13.4, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,279.4,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,658.38277730184,0,11,AutoTakeoff,"Account not logged in. Flight altitude and distance restricted to 30 m and 50 m. Check and log in (Code: 3000003)"
5800,2026-04-08 12:15:26,39.8653772051987,-76.1564825454626,0.328084,,,658.71086130184,0.328084,0.223694,0.35373032628,1.39576448036,31,5,6.929,658.71086130184,0.328084,0.3131716,0.47082022504,0,-0.223694,-1.342164,244.7, -14.1, 5.6,0,0,1024,1024,1024,1024,0,0,0,0,279.1,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,658.71086130184,0.328084,11,AutoTakeoff,
5900,2026-04-08 12:15:26,39.8653772241337,-76.1564825963508,0.328084,,,658.71086130184,0.328084,0,0.35532481452,1.41160109504,31,5,6.929,658.71086130184,0.328084,0.3131716,0.47082022504,0,0,-1.789552,245.9, -7.4, 4.6,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,658.71086130184,0.328084,11,AutoTakeoff,
6000,2026-04-08 12:15:26,39.8653771736903,-76.1564826324338,0.656168,,,659.03894530184,0.656168,0.223694,0.37626969708,1.4325951902,31,5,6.929,659.03894530184,0.656168,0.3131716,0.47082022504,0.223694,0,-2.460634,249.2, 5.6, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,659.03894530184,0.656168,11,AutoTakeoff,
6100,2026-04-08 12:15:26,39.8653772304936,-76.1564825936874,0.984252,,,659.36702930184,0.984252,0.223694,0.35297245224,1.45599086024,31,5,6.929,659.36702930184,0.984252,0.3131716,0.47082022504,0,0.223694,-2.013246,249.3, 11.1, -6.7,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,659.36702930184,0.984252,11,AutoTakeoff,
6200,2026-04-08 12:15:27,39.8653772587632,-76.1564818256715,1.312336,,,659.69511330184,0.984252,0.671082,0.286554799196,1.67131238944,31,5,6.929,659.69511330184,1.312336,0.671082,0.47082022504,0,0.671082,-1.565858,248.4, 9.5, -8.4,0,0,1024,1024,1024,1024,0,0,0,0,279,-4.4,0,29,3.489,3.482,0,0,0,0,2.638,65.48,659.69511330184,1.312336,11,AutoTakeoff,
6300,2026-04-08 12:15:27,39.8653771629953,-76.1564812540893,1.64042,,,660.02319730184,1.312336,0.9171454,0.36904856824,1.83514769652,31,5,6.992,660.02319730184,1.64042,0.9171454,0.47082022504,-0.223694,0.894776,-1.342164,247.9, 4.4, -5.4,0,0,1024,1024,1024,1024,0,0,0,0,279,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,660.02319730184,1.64042,11,AutoTakeoff,
6400,2026-04-08 12:15:27,39.8653768219572,-76.1564802085975,1.64042,,,660.02319730184,2.624672,1.2079476,0.65132219932,2.15327106628,31,5,6.992,660.02319730184,1.64042,1.2079476,0.65132219932,-0.447388,1.11847,-1.11847,247.7, -2.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,660.02319730184,1.64042,11,AutoTakeoff,
6500,2026-04-08 12:15:27,39.8653766741741,-76.1564796832231,1.968504,,,660.35128130184,2.624672,0.7158208,0.79793965808,2.30996726552,31,5,6.992,660.35128130184,1.968504,1.2079476,0.79793965808,-0.223694,0.671082,-1.11847,247.1, -9.6, 7.9,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,660.35128130184,1.968504,11,AutoTakeoff,
6600,2026-04-08 12:15:27,39.8653765713294,-76.1564799991716,1.968504,,,660.35128130184,2.952756,0.3131716,0.75709648092,2.40607291164,31,5,6.992,660.35128130184,1.968504,1.2079476,0.79793965808,-0.223694,0.223694,-0.894776,247.4, -8.2, 7.4,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,660.35128130184,1.968504,11,AutoTakeoff,
6700,2026-04-08 12:15:27,39.8653765280835,-76.1564800268434,2.296588,,,660.67936530184,3.937008,0.223694,0.76298886956,2.42365165236,31,5,6.992,660.67936530184,2.296588,1.2079476,0.79793965808,0,-0.223694,-1.11847,247.7, -3.4, 3.7,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,660.67936530184,2.296588,11,AutoTakeoff,
6800,2026-04-08 12:15:27,39.8653764805153,-76.156480828686,2.296588,,,660.67936530184,5.249344,0.223694,0.64467193664,2.64887147584,30,5,6.992,660.67936530184,2.296588,1.2079476,0.79793965808,0,-0.223694,-1.11847,247.5, 0.5, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,660.67936530184,2.296588,11,AutoTakeoff,
6900,2026-04-08 12:15:27,39.8653764847443,-76.156481326992,2.624672,,,661.00744930184,6.233596,0.447388,0.59080710552,2.78842528608,30,5,6.992,661.00744930184,2.624672,1.2079476,0.79793965808,0,-0.447388,-0.894776,247.6, 3.1, 1,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,661.00744930184,2.624672,6,P-GPS,
7000,2026-04-08 12:15:27,39.8653767230456,-76.156481726231,2.624672,,,661.00744930184,6.56168,0.447388,0.483759858,2.93005586804,30,5,6.992,661.00744930184,2.624672,1.2079476,0.79793965808,0,-0.447388,-0.447388,248, 3.7, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,661.00744930184,2.624672,6,P-GPS,"Home Point updated (Code: 30800)"
7100,2026-04-08 12:15:27,39.865376755121,-76.1564820138987,2.624672,,,661.00744930184,6.56168,0.223694,0.47036090744,3.01146007012,30,5,6.992,661.00744930184,2.624672,1.2079476,0.79793965808,0,-0.223694,-0.223694,248.1, 2.7, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,661.00744930184,2.624672,6,P-GPS,
7200,2026-04-08 12:15:28,39.8653768420654,-76.1564814733167,2.952756,,,661.33553330184,6.56168,0.223694,0.45420933212,3.16613527192,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,-0.223694,0,248.2, 1.8, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.504,3.493,0,0,0,0,2.159,65.48,661.33553330184,2.952756,6,P-GPS,
7300,2026-04-08 12:15:28,39.865376861236,-76.1564815516404,2.952756,,,661.33553330184,6.56168,0.223694,0.4420275732,3.1891569262,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,-0.223694,0,248.5, 1.4, 0,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.33553330184,2.952756,6,P-GPS,
7400,2026-04-08 12:15:28,39.8653767643337,-76.156481293918,2.952756,,,661.33553330184,6.56168,0.223694,0.49665027836,3.26952438284,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,-0.223694,0,248.8, 1.4, 0,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.33553330184,2.952756,6,P-GPS,
7500,2026-04-08 12:15:28,39.8653768353365,-76.1564812704073,2.952756,,,661.33553330184,6.56168,0,0.47485565824,3.296259948,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,0,248.8, 0.8, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.33553330184,2.952756,6,P-GPS,
7600,2026-04-08 12:15:28,39.8653769364253,-76.1564813488592,2.952756,,,661.33553330184,6.56168,0,0.43247376712,3.3391733352,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,0,248.8, 0.1, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.33553330184,2.952756,6,P-GPS,
7700,2026-04-08 12:15:28,39.865376996315,-76.1564813455642,2.952756,,,661.33553330184,6.56168,0,0.41252625992,3.361056538,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,0,248.8, 0, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.33553330184,2.952756,6,P-GPS,
7800,2026-04-08 12:15:28,39.8653769942069,-76.1564815244342,2.952756,,,661.33553330184,6.56168,0,0.39689633816,3.4111549648,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,0,248.9, 0.2, 0,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.33553330184,2.952756,6,P-GPS,
7900,2026-04-08 12:15:28,39.8653770151554,-76.1564815833113,2.624672,,,661.00744930184,6.56168,0,0.385334658,3.4293308184,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,0,249, 0.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.00744930184,2.624672,6,P-GPS,
8000,2026-04-08 12:15:28,39.865376812844,-76.1564818361891,2.624672,,,661.00744930184,6.56168,0,0.44878282276,3.5316274096,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,0,249, 0.7, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.00744930184,2.624672,6,P-GPS,"Account not logged in"
8100,2026-04-08 12:15:28,39.8653767985649,-76.1564819506105,2.624672,,,661.00744930184,6.56168,0,0.45372048696,3.5640749172,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,0,249, 1, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.00744930184,2.624672,6,P-GPS,
8200,2026-04-08 12:15:29,39.8653765684281,-76.1564819916521,2.624672,,,661.00744930184,6.56168,0,0.53804463664,3.6488190144,30,5,6.992,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,0,249.1, 1.3, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.391,3.38,0,0,0,0,2.159,65.48,661.00744930184,2.624672,6,P-GPS,
8300,2026-04-08 12:15:29,39.8653765713655,-76.156482038227,2.624672,,,661.00744930184,6.56168,0,0.53770671012,3.661909566,30,5,6.771,661.33553330184,2.952756,1.2079476,0.79793965808,0,0,-0.223694,249.2, 1.2, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,278.9,-4.4,0,29,3.39,3.381,0,0,0,0,5.735,65.48,661.00744930184,2.624672,6,P-GPS,
