session_id,session_dir,run_label,run_number,maneuver_name,protocol_category,protocol_order,maneuver_mode,benchmark_phase,maneuver_preroll_s,maneuver_duration_s,maneuver_settle_s,sample_index,time_s,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,forward_speed_mps,lateral_speed_mps,horizontal_speed_mps,vertical_speed_mps,yaw_deg,pitch_deg,roll_deg,yaw_rate_degps,input_roll,input_pitch,input_throttle,input_yaw
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,0,0.02,0,1.996076,40,0,-0.1962,0,0,0,0,-0.1962,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,1,0.04,0,1.992529,40,0,-0.177365,0,0,0,0,-0.177365,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,2,0.06,0,1.989322,40,0,-0.160338,0,0,0,0,-0.160338,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,3,0.08,0,1.986423,40,0,-0.144945,0,0,0,0,-0.144945,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,4,0.1,0,1.983802,40,0,-0.131031,0,0,0,0,-0.131031,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,5,0.12,0,1.981433,40,0,-0.118452,0,0,0,0,-0.118452,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,6,0.14,0,1.979292,40,0,-0.10708,0,0,0,0,-0.10708,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,7,0.16,0,1.977356,40,0,-0.0968,0,0,0,0,-0.0968,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,8,0.18,0,1.975606,40,0,-0.087508,0,0,0,0,-0.087508,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,9,0.2,0,1.974024,40,0,-0.079107,0,0,0,0,-0.079107,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,10,0.22,0,1.972593,40,0,-0.071513,0,0,0,0,-0.071513,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,11,0.24,0,1.9713,40,0,-0.064647,0,0,0,0,-0.064647,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,12,0.26,0,1.970132,40,0,-0.058441,0,0,0,0,-0.058441,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,13,0.28,0,1.969075,40,0,-0.052831,0,0,0,0,-0.052831,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,14,0.3,0,1.96812,40,0,-0.047759,0,0,0,0,-0.047759,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,15,0.32,0,1.967256,40,0,-0.043174,0,0,0,0,-0.043174,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,16,0.34,0,1.966476,40,0,-0.039029,0,0,0,0,-0.039029,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,17,0.36,0,1.96577,40,0,-0.035283,0,0,0,0,-0.035283,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,18,0.38,0,1.965132,40,0,-0.031896,0,0,0,0,-0.031896,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,19,0.4,0,1.964556,40,0,-0.028834,0,0,0,0,-0.028834,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,20,0.42,0,1.964034,40,0,-0.026066,0,0,0,0,-0.026066,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,21,0.44,0,1.963563,40,0,-0.023563,0,0,0,0,-0.023563,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,22,0.46,0,1.963137,40,0,-0.021301,0,0,0,0,-0.021301,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,23,0.48,0,1.962752,40,0,-0.019256,0,0,0,0,-0.019256,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,24,0.5,0,1.962404,40,0,-0.017408,0,0,0,0,-0.017408,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,25,0.52,0,1.962089,40,0,-0.015736,0,0,0,0,-0.015736,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,26,0.54,0,1.961804,40,0,-0.014226,0,0,0,0,-0.014226,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,27,0.56,0,1.961547,40,0,-0.01286,0,0,0,0,-0.01286,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,28,0.58,0,1.961315,40,0,-0.011626,0,0,0,0,-0.011626,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,29,0.6,0,1.961104,40,0,-0.010509,0,0,0,0,-0.010509,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,30,0.62,0,1.960914,40,0,-0.009501,0,0,0,0,-0.009501,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,31,0.64,0,1.960743,40,0,-0.008588,0,0,0,0,-0.008588,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,32,0.66,0,1.960587,40,0,-0.007764,0,0,0,0,-0.007764,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,33,0.68,0,1.960447,40,0,-0.007019,0,0,0,0,-0.007019,0,0,0,0,0,0,0,0
session_20260402_133209,C:/Users/josh_fleming/AppData/LocalLow/DefaultCompany/DJI Drone Sim\BenchmarkRuns\session_20260402_133209,20260402_133249_run005,5,lateral_left,lateral_left,4,Normal,preroll,1.5,1,1.5,34,0.7,0,1.96032,40,0,-0.006345,0,0,0,0,-0.006345,0,0,0,0,0,0,0,0
