time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2026-04-10 18:12:46,39.8654086289906,-76.1560374463698,0,Available with any HD 360 subscription,Available with any HD 360 subscription,658.57641575948,0.328084,0,0,0,26,5,0,658.57641575948,0,0,0,0,0,0,300.5, -2.8, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,6,P-GPS,"Flying over vegetation."
100,2026-04-10 18:12:46,39.8654086300212,-76.1560374480347,0,,,658.57641575948,0.328084,0,0.00059898623964,0.00059898623964,26,5,0,658.57641575948,0,0,0.00059898623964,0,0,0,300.5, -2.8, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,41,Motors_Started,"Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059). Remote ID functionality normal (Code: 1B080003)"
200,2026-04-10 18:12:47,39.8654086271547,-76.156037243406,0,,,658.57641575948,0.328084,0,0.05684219342,0.057913059596,26,5,0,658.57641575948,0,0,0.05684219342,0,0,0,300.5, -2.8, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,41,Motors_Started,
300,2026-04-10 18:12:47,39.8654086294974,-76.1560371365664,0,,,658.57641575948,0.328084,0,0.086757876792,0.087844491,26,5,0,658.57641575948,0,0,0.086757876792,0,0,0,300.5, -2.8, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 14. Setting new Maximum Flight Altitude to 120m (394 ft)"
400,2026-04-10 18:12:47,39.865408636579,-76.1560371293146,0,,,658.57641575948,0.328084,0,0.088831695756,0.091130908428,26,5,0,658.57641575948,0,0,0.088831695756,0,0,0,300.5, -2.8, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,41,Motors_Started,
500,2026-04-10 18:12:47,39.8654084324259,-76.156037330254,0,,,658.57641575948,0.328084,0,0.078744097008,0.184482289368,26,5,0,658.57641575948,0,0,0.088831695756,0,0,0,300.5, -2.8, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,41,Motors_Started,
600,2026-04-10 18:12:47,39.8654084296087,-76.1560373278994,0,,,658.57641575948,0.328084,0,0.079952758464,0.185703418016,26,5,0,658.57641575948,0,0,0.088831695756,0,0,0,300.5, -2.8, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,41,Motors_Started,
700,2026-04-10 18:12:47,39.865408320909,-76.1560372354156,0,,,658.57641575948,0.328084,0,0.126982287528,0.233070217432,26,5,0,658.57641575948,0,0,0.126982287528,0,0,0,300.5, -2.8, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,41,Motors_Started,
800,2026-04-10 18:12:47,39.8654083178492,-76.1560372336838,0,,,658.57641575948,0.328084,0,0.128195870244,0.234287409072,26,5,0,658.57641575948,0,0,0.128195870244,0,0,0,300.5, -2.8, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0,75.2,658.57641575948,0,41,Motors_Started,
900,2026-04-10 18:12:47,39.8654082154817,-76.1560371398639,0,,,658.57641575948,0.328084,0,0.173576449124,0.279951780612,25,5,8.293,658.57641575948,0,0,0.173576449124,0,0,0,300.5, -2.8, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1000,2026-04-10 18:12:47,39.8654082031136,-76.1560371491916,0,,,658.57641575948,0.328084,0,0.176264441336,0.28516569154,25,5,8.293,658.57641575948,0,0,0.176264441336,0,0,0,300.4, -2.8, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1100,2026-04-10 18:12:48,39.8654081819783,-76.1560371678873,0,,,658.57641575948,0.328084,0,0.180778877176,0.294486229896,25,5,8.293,658.57641575948,0,0,0.180778877176,0,0,0,300.1, -2.9, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1200,2026-04-10 18:12:48,39.8654079723004,-76.1560371895212,0,,,658.57641575948,0.328084,0,0.250156832152,0.371227046,26,5,8.293,658.57641575948,0,0,0.250156832152,0,0,0,300, -2.9, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1300,2026-04-10 18:12:48,39.8654079861522,-76.1560372892414,0,,,658.57641575948,0.328084,0,0.238631241232,0.399606312,26,5,8.293,658.57641575948,0,0,0.250156832152,0,0,0,300, -2.9, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1400,2026-04-10 18:12:48,39.8654079635139,-76.1560373405204,0,,,658.57641575948,0.328084,0,0.24460138578,0.41617127316,26,5,8.293,658.57641575948,0,0,0.250156832152,0,0,0,300, -2.9, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1500,2026-04-10 18:12:48,39.8654079436476,-76.1560373935675,0,,,658.57641575948,0.328084,0,0.2504839319,0.43270014508,24,5,8.293,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1600,2026-04-10 18:12:48,39.865408071125,-76.1560373640492,0,,,658.57641575948,0.328084,0,0.204838261148,0.47994096024,24,5,8.293,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1700,2026-04-10 18:12:48,39.8654081071128,-76.1560373808711,0,,,658.57641575948,0.328084,0,0.191288391948,0.49389109192,24,5,8.293,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.145,4.148,0,0,0,0,0.68,75.2,658.57641575948,0,41,Motors_Started,
1800,2026-04-10 18:12:48,39.8654081073232,-76.1560373899437,0,,,658.57641575948,0.328084,0,0.190984914248,0.49643046208,24,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
1900,2026-04-10 18:12:48,39.8654082350582,-76.1560373448381,0,,,658.57641575948,0.328084,0,0.146511487628,0.5447178652,24,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2000,2026-04-10 18:12:48,39.8654082550318,-76.1560373461477,0,,,658.57641575948,0.328084,0,0.139295280048,0.55201445336,24,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3.1, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2100,2026-04-10 18:12:48,39.8654082832229,-76.1560373508707,0,,,658.57641575948,0.328084,0,0.12895669704,0.5623851886,24,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3.1, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2200,2026-04-10 18:12:49,39.8654082956405,-76.1560372779116,0,,,658.57641575948,0.328084,0,0.130451447744,0.58331366696,25,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2300,2026-04-10 18:12:49,39.8654081735464,-76.1560373128062,0,,,658.57641575948,0.328084,0,0.170326120936,0.62891734296,25,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3.1, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2400,2026-04-10 18:12:49,39.8654081996182,-76.1560373655579,0,,,658.57641575948,0.328084,0,0.15828248538,0.64648624116,25,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3.1, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2500,2026-04-10 18:12:49,39.8654081591663,-76.1560373133705,0,,,658.57641575948,0.328084,0,0.175414703776,0.6672572392,24,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3.1, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2600,2026-04-10 18:12:49,39.8654081654813,-76.1560373400703,0,,,658.57641575948,0.328084,0,0.1717109635,0.6750820426,24,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3.1, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2700,2026-04-10 18:12:49,39.8654081243338,-76.1560372467171,0,,,658.57641575948,0.328084,0,0.192425531092,0.70522968136,23,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3.1, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2800,2026-04-10 18:12:49,39.8654081196958,-76.1560372201789,0,,,658.57641575948,0.328084,0,0.19631562308,0.71285107268,23,5,8.104,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.047,4.044,0,0,0,0,5.085,75.38,658.57641575948,0,41,Motors_Started,
2900,2026-04-10 18:12:49,39.8654081156289,-76.156037194655,0,,,658.57641575948,0.328084,0,0.200125006404,0.72015094168,24,5,8.206,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,41,Motors_Started,
3000,2026-04-10 18:12:49,39.8654080931752,-76.1560371928355,0,,,658.57641575948,0.328084,0,0.207985899044,0.72835960336,24,5,8.206,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,41,Motors_Started,
3100,2026-04-10 18:12:49,39.8654080510206,-76.1560372237456,0,,,658.57641575948,0.328084,0,0.21989502016,0.74600724172,24,5,8.206,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,41,Motors_Started,
3200,2026-04-10 18:12:50,39.8654080068026,-76.1560373585888,0,,,658.57641575948,0.328084,0,0.228332028304,0.78707023516,23,5,8.206,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,41,Motors_Started,
3300,2026-04-10 18:12:50,39.865407964867,-76.1560374550642,0,,,658.57641575948,0.328084,0,0.242317264972,0.81812010492,24,5,8.206,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,41,Motors_Started,
3400,2026-04-10 18:12:50,39.8654080088166,-76.15603775295,0,,,658.57641575948,0.328084,0,0.242010834516,0.9030676142,24,5,8.206,658.57641575948,0,0,0.2504839319,0,0,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,41,Motors_Started,
3500,2026-04-10 18:12:50,39.8654079890084,-76.1560377342946,0,,,658.57641575948,0.328084,0.223694,0.247026582708,0.91198493732,24,5,8.206,658.57641575948,0,0.223694,0.2504839319,0,-0.223694,0,300, -3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,41,Motors_Started,
3600,2026-04-10 18:12:50,39.865407950809,-76.1560379529894,0,,,658.57641575948,0.328084,0.223694,0.285222778156,0.97479333828,24,5,8.206,658.57641575948,0,0.223694,0.285222778156,0,-0.223694,0,300.1, -3.1, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,11,AutoTakeoff,
3700,2026-04-10 18:12:50,39.8654079432272,-76.1560376079818,0,,,658.57641575948,0.328084,0.223694,0.254260834908,1.07145016552,23,5,8.206,658.57641575948,0,0.223694,0.285222778156,0,-0.223694,0,300.6, -3.1, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,301.9,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,11,AutoTakeoff,
3800,2026-04-10 18:12:50,39.8654079059468,-76.1560377371743,0,,,658.57641575948,0.328084,0.223694,0.276086294924,1.11010174156,23,5,8.206,658.57641575948,0,0.223694,0.285222778156,0,-0.223694,-0.223694,301.8, -0.9, -1,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.105,4.105,0,0,0,0,2.25,75.38,658.57641575948,0,11,AutoTakeoff,
3900,2026-04-10 18:12:50,39.8654080875218,-76.1560375432469,0,,,658.57641575948,0.328084,0.223694,0.199408799032,1.19576447396,25,5,8.225,658.57641575948,0,0.223694,0.285222778156,0,-0.223694,-0.671082,301.5, -0.9, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,658.57641575948,0,11,AutoTakeoff,"Remote ID functionality normal (Code: 1B080003)"
4000,2026-04-10 18:12:50,39.8654080688109,-76.1560376905902,0.328084,,,658.90449975948,0.656168,0.223694,0.215520676188,1.23758534144,25,5,8.225,658.90449975948,0.328084,0.223694,0.285222778156,0,-0.223694,-1.342164,299.9, -0.7, 0,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,658.90449975948,0.328084,11,AutoTakeoff,
4100,2026-04-10 18:12:50,39.8654080867148,-76.1560378535487,0.328084,,,658.90449975948,0.656168,0.3131716,0.228355650352,1.28368770512,25,5,8.225,658.90449975948,0.328084,0.3131716,0.285222778156,0.223694,-0.223694,-1.565858,299.8, 2.1, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,658.90449975948,0.328084,11,AutoTakeoff,
4200,2026-04-10 18:12:51,39.8654083270018,-76.1560378243717,0.656168,,,659.23258375948,0.984252,0.3131716,0.152791343472,1.3717356082,25,5,8.225,659.23258375948,0.656168,0.3131716,0.285222778156,0.223694,-0.223694,-1.565858,300.4, 2.1, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,659.23258375948,0.656168,11,AutoTakeoff,
4300,2026-04-10 18:12:51,39.8654086504944,-76.1560376288114,0.984252,,,659.56066775948,1.312336,0.4921268,0.051689962284,1.50184716092,26,5,8.225,659.56066775948,0.984252,0.4921268,0.285222778156,0.447388,-0.223694,-1.565858,300.2, 1.2, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,659.56066775948,0.984252,11,AutoTakeoff,
4400,2026-04-10 18:12:51,39.8654088671221,-76.1560377195493,0.984252,,,659.56066775948,1.312336,0.4921268,0.115762470896,1.58486881712,26,5,8.225,659.56066775948,0.984252,0.4921268,0.285222778156,0.447388,-0.223694,-1.342164,300.2, 1.3, -4.1,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,659.56066775948,0.984252,11,AutoTakeoff,
4500,2026-04-10 18:12:51,39.8654092167338,-76.15603719036,1.312336,,,659.88875175948,1.64042,0.4921268,0.226104994112,1.78040031944,26,5,8.225,659.88875175948,1.312336,0.4921268,0.285222778156,0.447388,-0.223694,-1.11847,299.9, 3.5, -3.7,0,0,1024,1024,1024,1024,0,0,0,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,659.88875175948,1.312336,11,AutoTakeoff,
4600,2026-04-10 18:12:51,39.8654095324974,-76.1560372181353,1.312336,,,659.88875175948,1.64042,0.4921268,0.33578413148,1.8958662024,26,5,8.225,659.88875175948,1.312336,0.4921268,0.33578413148,0.447388,-0.223694,-1.11847,299.9, 4.9, -3.1,0,0,1024,1024,1054,1024,0,0,5,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,659.88875175948,1.312336,11,AutoTakeoff,"Home Point updated (Code: 30800)"
4700,2026-04-10 18:12:51,39.8654098416872,-76.1560370332708,1.64042,,,660.21683575948,1.968504,0.4921268,0.45732613012,2.01998694128,26,5,8.225,660.21683575948,1.64042,0.4921268,0.45732613012,0.447388,-0.223694,-1.11847,299.9, 3.7, -3.2,0,0,1024,1024,1307,1024,0,0,43,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,660.21683575948,1.64042,11,AutoTakeoff,
4800,2026-04-10 18:12:51,39.8654100716599,-76.1560370458585,1.64042,,,660.21683575948,1.968504,0.4921268,0.53817587024,2.10396660276,26,5,8.225,660.21683575948,1.64042,0.4921268,0.53817587024,0.447388,-0.223694,-1.11847,299.9, 3.2, -4.6,0,0,1024,1024,1616,1024,0,0,90,0,302,0,0,99,4.113,4.109,0,0,0,0,1.746,75.38,660.21683575948,1.64042,11,AutoTakeoff,
4900,2026-04-10 18:12:51,39.8654102304881,-76.1560374072641,1.968504,,,660.54491975948,2.296588,0.3131716,0.58440946752,2.22059062224,25,5,8.099,660.54491975948,1.968504,0.4921268,0.58440946752,0.223694,-0.223694,-1.342164,299.9, 3.5, -3.4,0,0,1024,1024,1616,1024,0,0,90,0,302,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,660.54491975948,1.968504,11,AutoTakeoff,
5000,2026-04-10 18:12:51,39.8654103585422,-76.1560374654882,2.296588,,,660.87300375948,2.624672,0.223694,0.63104988896,2.27007553196,25,5,8.099,660.87300375948,2.296588,0.4921268,0.63104988896,0.223694,0,-2.013246,300, 3.9, -2.1,0,0,1024,1024,1684,1024,0,0,100,0,302,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,660.87300375948,2.296588,11,AutoTakeoff,
5100,2026-04-10 18:12:51,39.8654104571018,-76.1560374868628,2.624672,,,661.20108775948,2.952756,0.223694,0.66708007384,2.3065289452,25,5,8.099,661.20108775948,2.624672,0.4921268,0.66708007384,0.223694,0,-3.131716,301, 3.5, -4.5,0,0,1024,1024,1684,1024,0,0,100,0,302,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,661.20108775948,2.624672,11,AutoTakeoff,
5200,2026-04-10 18:12:52,39.8654105560492,-76.1560375061696,3.28084,,,661.85725575948,3.28084,0,0.70328414324,2.34303157104,26,5,8.099,661.85725575948,3.28084,0.4921268,0.70328414324,0,0,-4.250186,300.6, 2.5, -7.1,0,0,1024,1024,1684,1024,0,0,100,0,302,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,661.85725575948,3.28084,11,AutoTakeoff,
5300,2026-04-10 18:12:52,39.8654104778572,-76.1560374751082,3.937008,,,662.51342375948,4.265092,0.447388,0.6746063208,2.37285768748,26,5,8.099,662.51342375948,3.937008,0.4921268,0.70328414324,-0.447388,0,-5.144962,299.7, 3.1, -4.2,0,0,1024,1024,1684,1029,0,0,100,1,302,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,662.51342375948,3.937008,11,AutoTakeoff,
5400,2026-04-10 18:12:52,39.8654103220359,-76.1560375096454,4.593176,,,663.16959175948,5.249344,0.447388,0.61795933736,2.43052501216,26,5,8.099,663.16959175948,4.593176,0.4921268,0.70328414324,-0.447388,0,-6.263432,299.7, 2.8, 0.7,0,0,1024,1024,1684,1100,0,0,100,12,302,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,663.16959175948,4.593176,6,P-GPS,
5500,2026-04-10 18:12:52,39.8654102198583,-76.1560376567341,5.577428,,,664.15384375948,6.233596,0.223694,0.58340881132,2.48608275672,27,5,8.099,664.15384375948,5.577428,0.4921268,0.70328414324,-0.223694,0,-7.381902,300.5, 3.1, 1,0,0,1024,1024,1684,1228,0,0,100,31,302,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,664.15384375948,5.577428,6,P-GPS,
5600,2026-04-10 18:12:52,39.8654101803307,-76.1560375898234,6.889764,,,665.46617975948,7.545932,0.223694,0.56742783968,2.5097277706,27,5,8.099,665.46617975948,6.889764,0.4921268,0.70328414324,0,0.223694,-8.500372,300.7, 1.3, -1.2,0,0,1024,1024,1487,1139,0,0,70,17,302.1,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,665.46617975948,6.889764,6,P-GPS,
5700,2026-04-10 18:12:52,39.8654105449491,-76.15603774741,8.2021,,,666.77851575948,8.858268,0,0.7041010724,2.6498852554,27,5,8.099,666.77851575948,8.2021,0.4921268,0.7041010724,0,0,-9.395148,300.2, 3, -3.8,0,0,1024,1024,1024,1024,0,0,0,0,302.3,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,666.77851575948,8.2021,6,P-GPS,
5800,2026-04-10 18:12:52,39.8654105713269,-76.1560377487573,9.84252,,,668.41893575948,10.170604,0,0.71370081024,2.65951780164,27,5,8.099,668.41893575948,9.84252,0.4921268,0.71370081024,0,0,-10.06623,300, 4.5, -5,0,0,1024,1024,1024,1024,0,0,0,0,302.5,0,0,99,3.99,3.983,0,0,0,0,4.648,75.38,668.41893575948,9.84252,6,P-GPS,
5900,2026-04-10 18:12:52,39.8654107741242,-76.1560376829259,11.154856,,,669.73127175948,11.811024,0,0.7854495002,2.73577108492,27,5,7.933,669.73127175948,11.154856,0.4921268,0.7854495002,0,0,-9.618842,300.2, 5.2, -4.5,0,0,1220,998,1024,1024,30,-4,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,669.73127175948,11.154856,6,P-GPS,
6000,2026-04-10 18:12:52,39.8654107862507,-76.1560376973724,12.795276,,,671.37169175948,13.12336,0,0.7902067182,2.7417651796,27,5,7.933,671.37169175948,12.795276,0.4921268,0.7902067182,0,0,-9.171454,300.7, 4, -3.4,0,0,1684,1024,1024,1024,100,0,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,671.37169175948,12.795276,6,P-GPS,
6100,2026-04-10 18:12:52,39.8654108151514,-76.156037703886,14.107612,,,672.68402775948,14.76378,0,0.80087272904,2.75246727968,27,5,7.933,672.68402775948,14.107612,0.4921268,0.80087272904,0,0,-8.724066,301, 2.7, -3.1,0,0,1684,1024,1024,1024,100,0,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,672.68402775948,14.107612,6,P-GPS,
6200,2026-04-10 18:12:53,39.8654109464432,-76.1560373926369,15.419948,,,673.99636375948,15.748032,0.3131716,0.84565619504,2.85192266344,27,5,7.933,673.99636375948,15.419948,0.4921268,0.84565619504,0.223694,-0.223694,-8.052984,301.1, -6.7, -2.6,0,0,1684,1024,1024,1024,100,0,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,673.99636375948,15.419948,6,P-GPS,
6300,2026-04-10 18:12:53,39.8654114364792,-76.1560375488208,16.4042,,,674.98061575948,17.060368,0.9395148,1.02471131888,3.03598434912,27,5,7.933,674.98061575948,16.4042,0.9395148,1.02471131888,0.671082,-0.671082,-7.605596,302.6, -21, -2.6,0,0,1684,1024,1024,1024,100,0,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,674.98061575948,16.4042,6,P-GPS,
6400,2026-04-10 18:12:53,39.8654117627859,-76.1560380623405,17.388452,,,675.96486775948,18.04462,1.9237684,1.15630253044,3.22267726848,27,5,7.933,675.96486775948,17.388452,1.9237684,1.15630253044,1.11847,-1.565858,-6.934514,305.5, -35.6, -3.3,0,0,1629,1024,1024,1024,92,0,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,675.96486775948,17.388452,6,P-GPS,
6500,2026-04-10 18:12:53,39.8654130000517,-76.1560396831653,18.372704,,,676.94911975948,18.700788,3.1764548,1.7133858816,3.8628282076,27,5,7.933,676.94911975948,18.372704,3.1764548,1.7133858816,2.013246,-2.460634,-6.039738,306.9, -35.5, -4.8,0,0,1684,1024,1024,1024,100,0,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,676.94911975948,18.372704,6,P-GPS,
6600,2026-04-10 18:12:53,39.8654139639513,-76.1560411478554,19.356956,,,677.93337175948,19.356956,4.1607084,2.20525925692,4.4031169388,27,5,7.933,677.93337175948,19.356956,4.1607084,2.20525925692,2.460634,-3.35541,-5.368656,306.7, -27.9, -3.9,0,0,1684,1024,1024,1024,100,0,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,677.93337175948,19.356956,6,P-GPS,
6700,2026-04-10 18:12:53,39.8654156724556,-76.1560442450688,20.013124,,,678.58953975948,20.013124,4.7870516,3.19824813384,5.4712272092,27,5,7.933,678.58953975948,20.013124,4.7870516,3.19824813384,2.908022,-3.802798,-4.47388,306.4, -22.1, -4.5,0,0,1684,1024,1024,1024,100,0,0,0,302.6,0,0,99,3.968,3.965,0,0,0,0,8.306,75.56,678.58953975948,20.013124,6,P-GPS,
